snippetList_name2 - album2_life-after-youv2_cut1mobile.wav_stft.txt_vectors.txt
22 15 22 9
22 41 22 9
22 24 27 9
22 10 28 9
22 27 29 9
22 34 29 9
22 20 32 9
22 6 33 9
22 4 34 9
22 22 34 9
56 50 8 9
56 75 8 9
56 55 9 9
56 41 22 9
56 49 23 9
56 46 33 9
7 25 5 10
7 0 7 10
7 0 8 10
7 8 11 10
7 1 17 10
7 6 17 10
7 13 21 10
7 15 21 10
7 1 22 10
7 24 26 10
7 10 27 10
7 20 31 10
7 6 32 10
7 4 33 10
7 22 33 10
56 50 6 11
56 75 6 11
56 55 7 11
56 41 20 11
56 49 21 11
56 46 31 11
56 50 33 11
107 114 8 12
107 88 10 12
107 90 14 12
107 92 15 12
107 117 16 12
107 117 17 12
107 92 19 12
107 117 23 12
107 119 25 12
107 91 26 12
107 97 29 12
107 116 34 12
74 55 5 13
74 86 5 13
74 76 8 13
74 88 9 13
74 79 11 13
74 90 13 13
74 92 14 13
74 92 18 13
74 83 23 13
74 91 25 13
74 85 29 13
74 86 30 13
25 8 6 15
25 32 11 15
25 6 12 15
25 13 16 15
25 15 16 15
25 41 16 15
25 24 21 15
25 10 22 15
25 27 23 15
25 34 23 15
25 20 26 15
25 6 27 15
25 22 28 15
25 27 31 15
25 38 31 15
25 23 32 15
25 26 33 15
25 26 34 15
116 117 12 16
116 117 13 16
116 117 19 16
116 119 21 16
116 97 25 16
116 116 30 16
116 125 31 16
116 107 33 16
0 1 10 17
0 6 10 17
0 13 14 17
0 15 14 17
0 1 15 17
0 10 20 17
0 6 25 17
0 4 26 17
50 32 9 17
50 41 14 17
50 49 15 17
50 34 21 17
50 46 25 17
50 50 27 17
50 38 29 17
50 50 30 17
50 46 32 17
50 49 33 17
50 56 34 17
75 88 5 17
75 79 7 17
75 90 9 17
75 92 10 17
75 92 14 17
75 83 19 17
75 91 21 17
75 85 25 17
75 86 26 17
75 56 34 17
0 1 9 18
0 6 9 18
0 13 13 18
0 15 13 18
0 1 14 18
0 10 19 18
0 6 24 18
0 4 25 18
55 41 13 18
55 49 14 18
55 46 24 18
55 50 26 18
55 38 28 18
55 50 29 18
55 46 31 18
55 49 32 18
55 56 33 18
86 79 6 18
86 90 8 18
86 92 9 18
86 92 13 18
86 83 18 18
86 91 20 18
86 97 23 18
86 85 24 18
86 86 25 18
114 117 8 20
114 117 9 20
114 117 15 20
114 119 17 20
114 97 21 20
114 116 26 20
114 125 27 20
114 107 29 20
114 108 31 20
114 109 33 20
114 102 34 20
8 1 6 21
8 6 6 21
8 13 10 21
8 15 10 21
8 1 11 21
8 24 15 21
8 10 16 21
8 27 17 21
8 20 20 21
8 6 21 21
8 4 22 21
8 22 22 21
8 27 25 21
8 23 26 21
8 26 27 21
8 26 28 21
8 27 29 21
8 26 30 21
8 20 33 21
76 90 5 21
76 92 6 21
76 92 10 21
76 83 15 21
76 91 17 21
76 85 21 21
76 86 22 21
76 56 30 21
88 92 5 22
88 92 9 22
88 83 14 22
88 91 16 22
88 97 19 22
88 85 20 22
88 86 21 22
88 107 27 22
88 102 32 22
88 68 34 22
79 92 7 24
79 83 12 24
79 91 14 24
79 97 17 24
79 85 18 24
79 86 19 24
79 68 32 24
79 97 34 24
32 13 5 26
32 15 5 26
32 41 5 26
32 49 6 26
32 24 10 26
32 27 12 26
32 34 12 26
32 20 15 26
32 46 16 26
32 22 17 26
32 50 18 26
32 27 20 26
32 38 20 26
32 23 21 26
32 50 21 26
32 26 22 26
32 26 23 26
32 46 23 26
32 27 24 26
32 49 24 26
32 26 25 26
32 43 27 26
32 20 28 26
32 46 29 26
32 16 30 26
32 43 30 26
32 30 33 26
90 92 5 26
90 83 10 26
90 91 12 26
90 97 15 26
90 85 16 26
90 86 17 26
90 107 23 26
90 108 25 26
90 109 27 26
90 102 28 26
90 97 32 26
90 107 33 26
1 1 5 27
1 10 10 27
1 20 14 27
1 6 15 27
1 4 16 27
1 20 27 27
1 16 29 27
1 9 34 27
6 1 5 27
6 24 9 27
6 10 10 27
6 20 14 27
6 6 15 27
6 4 16 27
6 22 16 27
6 23 20 27
6 20 27 27
6 16 29 27
6 9 34 27
92 83 9 27
92 91 11 27
92 97 14 27
92 85 15 27
92 86 16 27
92 107 22 27
92 108 24 27
92 109 26 27
92 102 27 27
92 97 31 27
92 107 32 27
117 117 7 28
117 119 9 28
117 97 13 28
117 116 18 28
117 125 19 28
117 107 21 28
117 108 23 28
117 109 25 28
117 102 26 28
117 121 27 28
117 97 30 28
117 107 31 28
117 126 33 28
117 117 6 29
117 119 8 29
117 97 12 29
117 116 17 29
117 125 18 29
117 107 20 29
117 108 22 29
117 109 24 29
117 102 25 29
117 121 26 29
117 97 29 29
117 107 30 29
117 126 32 29
13 24 5 31
13 10 6 31
13 27 7 31
13 20 10 31
13 6 11 31
13 4 12 31
13 22 12 31
13 27 15 31
13 23 16 31
13 26 17 31
13 26 18 31
13 27 19 31
13 26 20 31
13 20 23 31
13 16 25 31
13 30 28 31
13 9 30 31
13 32 30 31
13 29 31 31
15 24 5 31
15 10 6 31
15 27 7 31
15 34 7 31
15 20 10 31
15 6 11 31
15 4 12 31
15 22 12 31
15 27 15 31
15 23 16 31
15 26 17 31
15 26 18 31
15 27 19 31
15 26 20 31
15 20 23 31
15 16 25 31
15 30 28 31
15 9 30 31
15 32 30 31
15 29 31 31
41 24 5 31
41 27 7 31
41 34 7 31
41 46 11 31
41 22 12 31
41 50 13 31
41 27 15 31
41 38 15 31
41 23 16 31
41 50 16 31
41 26 17 31
41 26 18 31
41 46 18 31
41 27 19 31
41 49 19 31
41 26 20 31
41 56 20 31
41 43 22 31
41 46 24 31
41 43 25 31
41 30 28 31
41 32 30 31
41 29 31 31
41 59 31 31
41 59 32 31
92 83 5 31
92 91 7 31
92 97 10 31
92 85 11 31
92 86 12 31
92 107 18 31
92 108 20 31
92 109 22 31
92 102 23 31
92 97 27 31
92 107 28 31
92 88 31 31
92 98 34 31
1 10 5 32
1 20 9 32
1 6 10 32
1 4 11 32
1 20 22 32
1 16 24 32
1 9 29 32
49 34 6 32
49 46 10 32
49 50 12 32
49 38 14 32
49 50 15 32
49 46 17 32
49 49 18 32
49 56 19 32
49 43 21 32
49 46 23 32
49 43 24 32
49 68 24 32
49 30 27 32
49 32 29 32
49 29 30 32
49 59 30 32
49 59 31 32
49 31 34 32
117 97 6 35
117 116 11 35
117 125 12 35
117 107 14 35
117 108 16 35
117 109 18 35
117 102 19 35
117 121 20 35
117 97 23 35
117 107 24 35
117 126 26 35
117 98 30 35
117 127 30 35
117 100 31 35
117 99 33 35
24 20 5 36
24 6 6 36
24 4 7 36
24 22 7 36
24 27 10 36
24 38 10 36
24 23 11 36
24 26 12 36
24 26 13 36
24 27 14 36
24 26 15 36
24 43 17 36
24 20 18 36
24 16 20 36
24 43 20 36
24 30 23 36
24 9 25 36
24 32 25 36
24 29 26 36
24 31 30 36
24 29 31 36
24 33 31 36
83 97 5 36
83 85 6 36
83 86 7 36
83 102 18 36
83 68 20 36
83 97 22 36
83 88 26 36
83 98 29 36
83 100 30 36
83 77 31 36
83 99 32 36
10 6 5 37
10 4 6 37
10 22 6 37
10 27 9 37
10 23 10 37
10 26 11 37
10 26 12 37
10 27 13 37
10 26 14 37
10 20 17 37
10 16 19 37
10 9 24 37
10 29 25 37
10 29 30 37
119 116 9 37
119 125 10 37
119 107 12 37
119 108 14 37
119 109 16 37
119 102 17 37
119 121 18 37
119 107 22 37
119 126 24 37
119 127 28 37
119 100 29 37
119 99 31 37
27 22 5 38
27 27 8 38
27 38 8 38
27 23 9 38
27 26 10 38
27 26 11 38
27 46 11 38
27 27 12 38
27 26 13 38
27 43 15 38
27 20 16 38
27 46 17 38
27 16 18 38
27 43 18 38
27 30 21 38
27 9 23 38
27 32 23 38
27 29 24 38
27 31 28 38
27 29 29 38
27 33 29 38
27 34 34 38
34 22 5 38
34 50 6 38
34 27 8 38
34 38 8 38
34 23 9 38
34 50 9 38
34 26 10 38
34 26 11 38
34 46 11 38
34 27 12 38
34 49 12 38
34 26 13 38
34 43 15 38
34 20 16 38
34 46 17 38
34 16 18 38
34 43 18 38
34 30 21 38
34 32 23 38
34 29 24 38
34 31 28 38
34 29 29 38
34 33 29 38
34 34 34 38
91 86 5 38
91 107 11 38
91 108 13 38
91 109 15 38
91 102 16 38
91 97 20 38
91 107 21 38
91 88 24 38
91 98 27 38
91 100 28 38
91 77 29 38
91 99 30 38
91 101 34 38
20 27 5 41
20 38 5 41
20 23 6 41
20 26 7 41
20 26 8 41
20 27 9 41
20 26 10 41
20 20 13 41
20 16 15 41
20 30 18 41
20 9 20 41
20 32 20 41
20 29 21 41
20 31 25 41
20 29 26 41
20 33 26 41
20 34 31 41
97 116 5 41
97 107 8 41
97 108 10 41
97 109 12 41
97 102 13 41
97 97 17 41
97 107 18 41
97 88 21 41
97 98 24 41
97 100 25 41
97 77 26 41
97 99 27 41
97 101 31 41
6 23 5 42
6 20 12 42
6 16 14 42
6 9 19 42
6 17 34 42
46 50 5 42
46 26 6 42
46 26 7 42
46 46 7 42
46 27 8 42
46 49 8 42
46 26 9 42
46 56 9 42
46 43 11 42
46 46 13 42
46 43 14 42
46 30 17 42
46 32 19 42
46 29 20 42
46 59 20 42
46 59 21 42
46 31 24 42
46 29 25 42
46 33 25 42
46 34 30 42
85 102 12 42
85 68 14 42
85 97 16 42
85 88 20 42
85 98 23 42
85 100 24 42
85 77 25 42
85 99 26 42
85 101 30 42
4 20 11 43
4 16 13 43
4 9 18 43
4 17 33 43
4 11 34 43
22 26 5 43
22 26 6 43
22 27 7 43
22 26 8 43
22 20 11 43
22 16 13 43
22 30 16 43
22 9 18 43
22 32 18 43
22 29 19 43
22 31 23 43
22 29 24 43
22 33 24 43
22 34 29 43
22 17 33 43
22 11 34 43
86 102 11 43
86 68 13 43
86 97 15 43
86 88 19 43
86 98 22 43
86 100 23 43
86 77 24 43
86 99 25 43
86 101 29 43
50 46 5 44
50 49 6 44
50 56 7 44
50 43 9 44
50 46 11 44
50 43 12 44
50 68 12 44
50 30 15 44
50 32 17 44
50 59 18 44
50 59 19 44
50 31 22 44
50 33 23 44
50 34 28 44
27 26 5 46
27 43 7 46
27 20 8 46
27 46 9 46
27 16 10 46
27 43 10 46
27 30 13 46
27 9 15 46
27 32 15 46
27 29 16 46
27 31 20 46
27 29 21 46
27 33 21 46
27 34 26 46
27 17 30 46
27 11 31 46
27 44 33 46
38 26 5 46
38 56 5 46
38 43 7 46
38 20 8 46
38 46 9 46
38 43 10 46
38 30 13 46
38 32 15 46
38 29 16 46
38 31 20 46
38 29 21 46
38 33 21 46
38 34 26 46
38 44 33 46
116 108 5 46
116 109 7 46
116 102 8 46
116 121 9 46
116 97 12 46
116 107 13 46
116 126 15 46
116 98 19 46
116 127 19 46
116 100 20 46
116 99 22 46
116 101 26 46
116 122 31 46
116 103 33 46
23 20 7 47
23 16 9 47
23 30 12 47
23 9 14 47
23 32 14 47
23 29 15 47
23 31 19 47
23 29 20 47
23 33 20 47
23 34 25 47
23 17 29 47
23 11 30 47
23 4 32 47
50 43 6 47
50 46 8 47
50 43 9 47
50 68 9 47
50 30 12 47
50 32 14 47
50 59 15 47
50 59 16 47
50 31 19 47
50 33 20 47
50 34 25 47
50 44 32 47
125 109 6 47
125 121 8 47
125 107 12 47
125 126 14 47
125 127 18 47
125 122 30 47
26 43 5 48
26 20 6 48
26 16 8 48
26 43 8 48
26 30 11 48
26 9 13 48
26 32 13 48
26 29 14 48
26 31 18 48
26 29 19 48
26 33 19 48
26 34 24 48
26 17 28 48
26 11 29 48
26 44 31 48
26 20 5 49
26 16 7 49
26 43 7 49
26 30 10 49
26 9 12 49
26 32 12 49
26 29 13 49
26 31 17 49
26 29 18 49
26 33 18 49
26 34 23 49
26 17 27 49
26 11 28 49
26 44 30 49
46 46 6 49
46 43 7 49
46 30 10 49
46 32 12 49
46 29 13 49
46 59 13 49
46 59 14 49
46 31 17 49
46 29 18 49
46 33 18 49
46 34 23 49
46 44 30 49
107 102 5 49
107 121 6 49
107 97 9 49
107 107 10 49
107 126 12 49
107 88 13 49
107 98 16 49
107 100 17 49
107 99 19 49
107 101 23 49
107 122 28 49
107 103 30 49
107 113 33 49
27 46 5 50
27 16 6 50
27 43 6 50
27 30 9 50
27 9 11 50
27 32 11 50
27 29 12 50
27 31 16 50
27 29 17 50
27 33 17 50
27 34 22 50
27 17 26 50
27 11 27 50
27 44 29 50
49 46 5 50
49 43 6 50
49 68 6 50
49 30 9 50
49 32 11 50
49 29 12 50
49 59 12 50
49 59 13 50
49 31 16 50
49 29 17 50
49 33 17 50
49 34 22 50
49 44 29 50
26 16 5 51
26 43 5 51
26 30 8 51
26 9 10 51
26 32 10 51
26 29 11 51
26 31 15 51
26 29 16 51
26 33 16 51
26 34 21 51
26 17 25 51
26 11 26 51
26 44 28 51
56 43 5 51
56 68 5 51
56 59 11 51
56 59 12 51
56 44 28 51
108 97 7 51
108 107 8 51
108 126 10 51
108 88 11 51
108 98 14 51
108 127 14 51
108 100 15 51
108 99 17 51
108 101 21 51
108 122 26 51
108 103 28 51
108 113 31 51
108 127 32 51
43 30 6 53
43 32 8 53
43 29 9 53
43 59 9 53
43 59 10 53
43 31 13 53
43 29 14 53
43 33 14 53
43 34 19 53
43 44 26 53
109 97 5 53
109 107 6 53
109 126 8 53
109 98 12 53
109 127 12 53
109 100 13 53
109 99 15 53
109 101 19 53
109 122 24 53
109 103 26 53
109 113 29 53
109 127 30 53
20 30 5 54
20 9 7 54
20 32 7 54
20 29 8 54
20 31 12 54
20 29 13 54
20 33 13 54
20 34 18 54
20 17 22 54
20 11 23 54
20 4 25 54
102 107 5 54
102 88 8 54
102 98 11 54
102 100 12 54
102 99 14 54
102 101 18 54
102 103 25 54
102 113 28 54
46 32 6 55
46 29 7 55
46 59 7 55
46 59 8 55
46 31 11 55
46 29 12 55
46 33 12 55
46 34 17 55
46 44 24 55
121 126 6 55
121 127 10 55
121 101 17 55
121 122 22 55
121 103 24 55
121 113 27 55
121 127 28 55
16 9 5 56
16 32 5 56
16 29 6 56
16 31 10 56
16 29 11 56
16 33 11 56
16 34 16 56
16 17 20 56
16 11 21 56
16 4 23 56
43 32 5 56
43 29 6 56
43 59 6 56
43 59 7 56
43 31 10 56
43 29 11 56
43 33 11 56
43 34 16 56
43 44 23 56
68 59 6 56
68 59 7 56
68 77 11 56
68 79 25 56
97 98 7 58
97 100 8 58
97 77 9 58
97 99 10 58
97 101 14 58
97 103 21 58
97 79 23 58
97 113 24 58
30 31 7 59
30 29 8 59
30 33 8 59
30 34 13 59
30 17 17 59
30 11 18 59
30 44 20 59
107 98 6 59
107 100 7 59
107 99 9 59
107 101 13 59
107 122 18 59
107 103 20 59
107 113 23 59
9 17 15 61
9 11 16 61
9 4 18 61
32 31 5 61
32 29 6 61
32 33 6 61
32 34 11 61
32 17 15 61
32 44 18 61
126 122 16 61
126 113 21 61
126 127 22 61
29 29 5 62
29 33 5 62
29 34 10 62
29 17 14 62
29 11 15 62
29 44 17 62
59 77 5 62
59 44 17 62
88 77 5 62
88 99 6 62
88 101 10 62
88 103 17 62
88 79 19 62
59 44 16 63
98 101 7 65
98 103 14 65
98 79 16 65
98 113 17 65
127 122 12 65
127 113 17 65
127 127 18 65
31 34 6 66
31 17 10 66
31 11 11 66
31 44 13 66
100 101 6 66
100 103 13 66
100 113 16 66
29 34 5 67
29 17 9 67
29 11 10 67
29 44 12 67
33 34 5 67
33 17 9 67
33 44 12 67
77 79 14 67
99 103 11 68
99 79 13 68
99 113 14 68
34 44 7 72
101 103 7 72
101 113 10 72
122 113 5 77
122 127 6 77
snippetList_name1 - album1_lover-loverv2_cut2mobiletalking.wav_stft.txt_vectors.txt
62 54 5 2
62 50 9 2
62 50 12 2
62 80 17 2
62 61 25 2
62 61 29 2
62 55 31 2
62 54 32 2
62 51 33 2
62 64 33 2
75 88 7 2
75 88 10 2
75 88 12 2
75 91 14 2
75 88 15 2
75 83 16 2
75 80 17 2
75 92 22 2
75 61 25 2
75 61 29 2
75 93 29 2
75 55 31 2
75 64 33 2
12 12 7 4
12 12 14 4
12 22 14 4
12 12 18 4
12 12 19 4
12 29 19 4
12 22 24 4
12 30 31 4
88 88 5 4
88 88 8 4
88 88 10 4
88 91 12 4
88 88 13 4
88 83 14 4
88 80 15 4
88 103 17 4
88 92 20 4
88 104 22 4
88 93 27 4
88 95 28 4
88 102 30 4
88 102 32 4
26 12 6 5
26 12 13 5
26 22 13 5
26 12 17 5
26 12 18 5
26 29 18 5
26 40 18 5
26 22 23 5
26 36 23 5
26 36 25 5
26 30 30 5
26 6 34 5
26 22 34 5
88 88 7 5
88 88 9 5
88 91 11 5
88 88 12 5
88 83 13 5
88 80 14 5
88 103 16 5
88 92 19 5
88 104 21 5
88 93 26 5
88 95 27 5
88 102 29 5
88 102 31 5
88 93 34 5
86 88 6 6
86 88 8 6
86 91 10 6
86 88 11 6
86 83 12 6
86 80 13 6
86 103 15 6
86 92 18 6
86 104 20 6
86 93 25 6
86 95 26 6
86 102 28 6
86 102 30 6
86 93 33 6
6 12 11 7
6 22 11 7
6 12 15 7
6 12 16 7
6 22 21 7
6 6 32 7
6 22 32 7
13 12 11 7
13 22 11 7
13 12 15 7
13 12 16 7
13 29 16 7
13 22 21 7
13 30 28 7
13 6 32 7
13 22 32 7
29 12 11 7
29 22 11 7
29 12 15 7
29 12 16 7
29 29 16 7
29 40 16 7
29 22 21 7
29 36 21 7
29 36 23 7
29 30 28 7
29 22 32 7
54 50 7 7
54 40 16 7
54 61 20 7
54 36 21 7
54 36 23 7
54 61 24 7
54 55 26 7
54 54 27 7
54 51 28 7
54 64 28 7
125 119 6 7
125 120 8 7
125 114 16 7
125 119 20 7
125 124 21 7
125 109 22 7
125 127 22 7
125 124 26 7
125 119 5 8
125 120 7 8
125 114 15 8
125 119 19 8
125 124 20 8
125 109 21 8
125 127 21 8
125 124 25 8
125 110 34 8
88 88 5 9
88 91 7 9
88 88 8 9
88 83 9 9
88 80 10 9
88 103 12 9
88 92 15 9
88 104 17 9
88 93 22 9
88 95 23 9
88 102 25 9
88 102 27 9
88 93 30 9
12 12 7 11
12 22 7 11
12 12 11 11
12 12 12 11
12 29 12 11
12 22 17 11
12 30 24 11
12 6 28 11
12 22 28 11
12 0 31 11
12 13 31 11
12 18 31 11
12 30 33 11
50 40 12 11
50 61 16 11
50 36 17 11
50 36 19 11
50 61 20 11
50 55 22 11
50 54 23 11
50 30 24 11
50 51 24 11
50 64 24 11
50 37 31 11
50 30 33 11
116 103 10 11
116 114 12 11
116 104 15 11
116 119 16 11
116 124 17 11
116 109 18 11
116 127 18 11
116 124 22 11
116 102 23 11
116 102 25 11
116 110 31 11
116 110 32 11
88 88 5 12
88 83 6 12
88 80 7 12
88 103 9 12
88 92 12 12
88 104 14 12
88 93 19 12
88 95 20 12
88 102 22 12
88 102 24 12
88 93 27 12
88 73 33 12
119 103 8 13
119 114 10 13
119 104 13 13
119 119 14 13
119 124 15 13
119 109 16 13
119 127 16 13
119 124 20 13
119 102 21 13
119 102 23 13
119 110 29 13
119 110 30 13
119 125 33 13
50 40 9 14
50 61 13 14
50 36 14 14
50 36 16 14
50 61 17 14
50 55 19 14
50 54 20 14
50 30 21 14
50 51 21 14
50 64 21 14
50 37 28 14
50 30 30 14
50 30 32 14
50 69 34 14
88 80 5 14
88 103 7 14
88 92 10 14
88 104 12 14
88 93 17 14
88 95 18 14
88 102 20 14
88 102 22 14
88 93 25 14
88 73 31 14
88 69 34 14
120 103 6 15
120 114 8 15
120 104 11 15
120 119 12 15
120 124 13 15
120 109 14 15
120 127 14 15
120 124 18 15
120 102 19 15
120 102 21 15
120 110 27 15
120 110 28 15
120 125 31 15
91 103 5 16
91 92 8 16
91 104 10 16
91 109 13 16
91 93 15 16
91 95 16 16
91 102 18 16
91 102 20 16
91 93 23 16
91 110 26 16
91 110 27 16
91 73 29 16
91 88 33 16
91 106 34 16
88 92 7 17
88 104 9 17
88 93 14 17
88 95 15 17
88 102 17 17
88 102 19 17
88 93 22 17
88 73 28 17
88 69 31 17
88 88 32 17
88 106 33 17
88 68 34 17
12 12 5 18
12 29 5 18
12 22 10 18
12 30 17 18
12 6 21 18
12 22 21 18
12 0 24 18
12 13 24 18
12 18 24 18
12 30 26 18
12 30 28 18
12 26 32 18
22 12 5 18
22 29 5 18
22 40 5 18
22 22 10 18
22 36 10 18
22 36 12 18
22 30 17 18
22 6 21 18
22 22 21 18
22 13 24 18
22 18 24 18
22 37 24 18
22 30 26 18
22 30 28 18
22 26 32 18
22 36 32 18
83 92 6 18
83 93 13 18
83 95 14 18
83 102 16 18
83 64 17 18
83 102 18 18
83 93 21 18
83 73 27 18
83 69 30 18
83 88 31 18
83 68 33 18
80 92 5 19
80 61 8 19
80 61 12 19
80 93 12 19
80 95 13 19
80 64 16 19
80 93 20 19
80 73 26 19
80 69 29 19
80 88 30 19
80 68 32 19
80 76 34 19
103 104 5 21
103 119 6 21
103 109 8 21
103 93 10 21
103 95 11 21
103 102 13 21
103 102 15 21
103 93 18 21
103 110 21 21
103 110 22 21
103 88 28 21
103 106 29 21
103 107 31 21
103 83 34 21
12 22 6 22
12 30 13 22
12 6 17 22
12 22 17 22
12 0 20 22
12 13 20 22
12 18 20 22
12 30 22 22
12 30 24 22
12 26 28 22
12 21 33 22
12 22 5 23
12 30 12 23
12 6 16 23
12 22 16 23
12 0 19 23
12 13 19 23
12 18 19 23
12 30 21 23
12 30 23 23
12 26 27 23
12 21 32 23
12 6 34 23
12 7 34 23
29 22 5 23
29 36 5 23
29 36 7 23
29 30 12 23
29 22 16 23
29 13 19 23
29 18 19 23
29 37 19 23
29 30 21 23
29 30 23 23
29 26 27 23
29 36 27 23
29 21 32 23
40 22 5 23
40 36 5 23
40 36 7 23
40 55 10 23
40 54 11 23
40 30 12 23
40 51 12 23
40 22 16 23
40 37 19 23
40 30 21 23
40 30 23 23
40 26 27 23
40 36 27 23
40 21 32 23
40 50 32 23
114 124 5 23
114 109 6 23
114 127 6 23
114 95 9 23
114 124 10 23
114 102 11 23
114 102 13 23
114 110 19 23
114 110 20 23
114 125 23 23
114 106 27 23
114 107 29 23
114 99 34 23
92 109 5 24
92 93 7 24
92 95 8 24
92 102 10 24
92 102 12 24
92 93 15 24
92 110 18 24
92 110 19 24
92 73 21 24
92 88 25 24
92 106 26 24
92 107 28 24
92 76 29 24
92 83 31 24
92 99 33 24
92 97 34 24
104 93 5 26
104 95 6 26
104 102 8 26
104 102 10 26
104 93 13 26
104 110 16 26
104 110 17 26
104 88 23 26
104 106 24 26
104 107 26 26
104 99 31 26
104 97 32 26
104 99 33 26
104 98 34 26
61 55 6 27
61 54 7 27
61 51 8 27
61 64 8 27
61 73 18 27
61 69 21 27
61 68 24 27
61 76 26 27
61 50 28 27
61 49 31 27
61 48 32 27
119 124 6 27
119 102 7 27
119 102 9 27
119 110 15 27
119 110 16 27
119 125 19 27
119 106 23 27
119 107 25 27
119 99 30 27
119 99 32 27
22 30 7 28
22 6 11 28
22 22 11 28
22 13 14 28
22 18 14 28
22 37 14 28
22 30 16 28
22 30 18 28
22 26 22 28
22 36 22 28
22 21 27 28
22 6 29 28
22 7 29 28
22 25 30 28
22 24 31 28
22 16 33 28
22 17 34 28
36 55 5 28
36 54 6 28
36 30 7 28
36 51 7 28
36 22 11 28
36 18 14 28
36 37 14 28
36 30 16 28
36 30 18 28
36 26 22 28
36 36 22 28
36 21 27 28
36 50 27 28
36 25 30 28
36 49 30 28
36 24 31 28
36 48 31 28
36 16 33 28
36 17 34 28
124 124 5 28
124 110 14 28
124 110 15 28
124 125 18 28
124 106 22 28
124 107 24 28
109 102 5 29
109 102 7 29
109 93 10 29
109 110 13 29
109 110 14 29
109 125 17 29
109 106 21 29
109 107 23 29
109 99 28 29
109 97 29 29
109 99 30 29
109 98 31 29
109 95 32 29
109 100 33 29
127 110 13 29
127 110 14 29
127 125 17 29
127 107 23 29
36 30 5 30
36 51 5 30
36 22 9 30
36 18 12 30
36 37 12 30
36 30 14 30
36 30 16 30
36 26 20 30
36 36 20 30
36 21 25 30
36 50 25 30
36 25 28 30
36 49 28 30
36 24 29 30
36 48 29 30
36 16 31 30
36 17 32 30
61 73 14 31
61 69 17 31
61 68 20 31
61 76 22 31
61 50 24 31
61 49 27 31
61 48 28 31
93 102 5 31
93 93 8 31
93 110 11 31
93 110 12 31
93 73 14 31
93 88 18 31
93 106 19 31
93 107 21 31
93 76 22 31
93 83 24 31
93 99 26 31
93 97 27 31
93 99 28 31
93 98 29 31
93 95 30 31
93 100 31 31
93 109 33 31
93 112 34 31
95 93 7 32
95 110 10 32
95 110 11 32
95 88 17 32
95 106 18 32
95 107 20 32
95 76 21 32
95 83 23 32
95 99 25 32
95 97 26 32
95 99 27 32
95 98 28 32
95 95 29 32
95 100 30 32
95 109 32 32
95 112 33 32
95 89 34 32
55 37 9 33
55 73 12 33
55 69 15 33
55 36 17 33
55 68 18 33
55 50 22 33
55 49 25 33
55 48 26 33
55 43 33 33
124 110 9 33
124 110 10 33
124 125 13 33
124 106 17 33
124 107 19 33
124 109 31 33
124 127 31 33
124 112 32 33
124 115 34 33
54 37 8 34
54 73 11 34
54 69 14 34
54 36 16 34
54 68 17 34
54 50 21 34
54 49 24 34
54 48 25 34
54 43 32 34
102 93 5 34
102 110 8 34
102 110 9 34
102 88 15 34
102 106 16 34
102 107 18 34
102 83 21 34
102 99 23 34
102 97 24 34
102 99 25 34
102 98 26 34
102 95 27 34
102 100 28 34
102 109 30 34
102 112 31 34
102 89 32 34
102 115 33 34
102 110 34 34
30 13 7 35
30 18 7 35
30 37 7 35
30 30 9 35
30 30 11 35
30 26 15 35
30 36 15 35
30 21 20 35
30 25 23 35
30 49 23 35
30 24 24 35
30 48 24 35
30 16 26 35
30 17 27 35
30 20 30 35
30 43 31 35
51 37 7 35
51 69 13 35
51 36 15 35
51 68 16 35
51 50 20 35
51 49 23 35
51 48 24 35
51 43 31 35
64 73 10 35
64 69 13 35
64 68 16 35
64 76 18 35
64 50 20 35
64 83 20 35
64 49 23 35
64 48 24 35
102 110 6 36
102 110 7 36
102 88 13 36
102 106 14 36
102 107 16 36
102 83 19 36
102 99 21 36
102 97 22 36
102 99 23 36
102 98 24 36
102 95 25 36
102 100 26 36
102 109 28 36
102 112 29 36
102 89 30 36
102 115 31 36
102 110 32 36
6 21 16 39
6 6 18 39
6 7 18 39
6 25 19 39
6 0 20 39
6 24 20 39
6 16 22 39
6 17 23 39
6 20 26 39
6 4 29 39
6 0 34 39
6 7 34 39
6 23 34 39
22 30 5 39
22 30 7 39
22 26 11 39
22 36 11 39
22 21 16 39
22 6 18 39
22 7 18 39
22 25 19 39
22 24 20 39
22 16 22 39
22 17 23 39
22 20 26 39
22 4 29 39
22 7 34 39
22 23 34 39
22 37 34 39
93 73 6 39
93 88 10 39
93 106 11 39
93 107 13 39
93 76 14 39
93 83 16 39
93 99 18 39
93 97 19 39
93 99 20 39
93 98 21 39
93 95 22 39
93 100 23 39
93 109 25 39
93 112 26 39
93 89 27 39
93 110 29 39
0 6 15 42
0 7 15 42
0 0 17 42
0 16 19 42
0 17 20 42
0 4 26 42
0 0 31 42
0 7 31 42
13 26 8 42
13 21 13 42
13 6 15 42
13 7 15 42
13 25 16 42
13 0 17 42
13 24 17 42
13 16 19 42
13 17 20 42
13 20 23 42
13 4 26 42
13 0 31 42
13 7 31 42
13 23 31 42
13 26 32 42
18 26 8 42
18 36 8 42
18 21 13 42
18 6 15 42
18 7 15 42
18 25 16 42
18 0 17 42
18 24 17 42
18 16 19 42
18 17 20 42
18 20 23 42
18 4 26 42
18 0 31 42
18 7 31 42
