snippetList_name2 - album2_life-after-youv2_cut1mobile.wav_stft.txt_vectors.txt
49 60 34 55
123 116 5 55
123 126 7 55
123 123 8 55
123 123 21 55
123 117 22 55
123 126 26 55
123 126 32 55
95 94 7 57
95 92 22 57
95 93 23 57
95 83 25 57
95 82 26 57
95 84 27 57
95 95 28 57
95 95 29 57
95 92 31 57
61 61 18 59
61 61 20 59
61 52 23 59
61 60 25 59
61 61 28 59
61 60 30 59
61 43 32 59
61 43 33 59
61 60 34 59
124 123 17 59
124 117 18 59
124 126 22 59
124 126 28 59
124 125 31 59
124 126 32 59
124 124 33 59
116 123 16 60
116 117 17 60
116 126 21 60
116 126 27 60
116 125 30 60
116 126 31 60
116 124 32 60
98 117 16 61
98 92 18 61
98 93 19 61
98 83 21 61
98 82 22 61
98 84 23 61
98 95 24 61
98 95 25 61
98 92 27 61
126 123 14 62
126 117 15 62
126 126 19 62
126 126 25 62
126 125 28 62
126 126 29 62
126 124 30 62
126 125 34 62
45 34 13 63
45 61 14 63
45 61 16 63
45 52 19 63
45 60 21 63
45 61 24 63
45 60 26 63
45 43 28 63
45 43 29 63
45 60 30 63
45 60 33 63
45 60 34 63
123 123 13 63
123 117 14 63
123 126 18 63
123 126 24 63
123 125 27 63
123 126 28 63
123 124 29 63
123 125 33 63
94 92 15 64
94 93 16 64
94 83 18 64
94 82 19 64
94 84 20 64
94 95 21 64
94 95 22 64
94 92 24 64
94 84 33 64
34 14 6 76
34 16 6 76
34 52 6 76
34 14 15 76
34 43 15 76
34 43 16 76
34 43 23 76
34 32 27 76
34 25 28 76
123 126 5 76
123 126 11 76
123 125 14 76
123 126 15 76
123 124 16 76
123 125 20 76
123 123 22 76
123 123 23 76
123 113 26 76
123 115 28 76
61 52 5 77
61 60 7 77
61 61 10 77
61 60 12 77
61 43 14 77
61 43 15 77
61 60 16 77
61 60 19 77
61 60 20 77
61 43 22 77
61 61 27 77
117 126 10 77
117 125 13 77
117 126 14 77
117 124 15 77
117 125 19 77
117 123 21 77
117 123 22 77
117 113 25 77
117 115 27 77
61 60 5 79
61 61 8 79
61 60 10 79
61 43 12 79
61 43 13 79
61 60 14 79
61 60 17 79
61 60 18 79
61 43 20 79
61 61 25 79
92 84 5 79
92 95 6 79
92 95 7 79
92 92 9 79
92 84 18 79
93 95 5 80
93 95 6 80
93 92 8 80
93 84 17 80
126 126 6 81
126 125 9 81
126 126 10 81
126 124 11 81
126 125 15 81
126 123 17 81
126 123 18 81
126 113 21 81
126 115 23 81
14 14 9 82
14 32 21 82
14 25 22 82
16 14 9 82
16 32 21 82
16 25 22 82
52 61 5 82
52 60 7 82
52 43 9 82
52 43 10 82
52 60 11 82
52 60 14 82
52 60 15 82
52 43 17 82
52 32 21 82
52 61 22 82
83 92 6 82
83 84 15 82
82 92 5 83
82 84 14 83
60 60 5 84
60 43 7 84
60 43 8 84
60 60 9 84
60 60 12 84
60 60 13 84
60 43 15 84
60 61 20 84
84 84 13 84
95 84 12 85
95 113 17 85
95 84 11 86
95 113 16 86
61 43 5 87
61 60 6 87
61 60 9 87
61 60 10 87
61 43 12 87
61 61 17 87
126 124 5 87
126 125 9 87
126 123 11 87
126 123 12 87
126 113 15 87
126 115 17 87
92 84 9 88
60 60 7 89
60 60 8 89
60 43 10 89
60 61 15 89
125 125 6 90
125 123 8 90
125 123 9 90
125 113 12 90
125 115 14 90
14 32 12 91
14 25 13 91
43 60 5 91
43 60 6 91
43 43 8 91
43 32 12 91
43 25 13 91
43 61 13 91
126 125 5 91
126 123 7 91
126 123 8 91
126 113 11 91
126 115 13 91
43 60 5 92
43 43 7 92
43 32 11 92
43 25 12 92
43 61 12 92
124 123 6 92
124 123 7 92
124 113 10 92
124 115 12 92
60 43 6 93
60 61 11 93
60 61 8 96
125 113 6 96
125 115 8 96
60 61 7 97
123 115 6 98
43 25 5 99
43 61 5 99
123 115 5 99
snippetList_name2 - album2_life-after-youv2_cut2mobile.wav_stft.txt_vectors.txt
16 18 5 1
16 7 6 1
16 9 7 1
16 12 9 1
16 19 9 1
16 18 12 1
16 1 13 1
16 0 14 1
16 23 15 1
16 21 21 1
16 26 23 1
16 24 24 1
16 7 30 1
16 9 32 1
16 23 33 1
78 94 7 1
78 91 11 1
78 64 12 1
78 81 14 1
78 61 17 1
78 81 18 1
78 89 19 1
78 87 21 1
78 97 22 1
78 73 23 1
78 85 28 1
78 69 31 1
78 63 33 1
16 7 5 2
16 9 6 2
16 12 8 2
16 19 8 2
16 18 11 2
16 1 12 2
16 0 13 2
16 23 14 2
16 21 20 2
16 26 22 2
16 24 23 2
16 7 29 2
16 9 31 2
16 23 32 2
16 27 34 2
16 32 34 2
83 94 6 2
83 91 10 2
83 64 11 2
83 81 13 2
83 81 17 2
83 89 18 2
83 87 20 2
83 97 21 2
83 73 22 2
83 99 26 2
83 85 27 2
83 69 30 2
83 63 32 2
5 12 6 4
5 19 6 4
5 18 9 4
5 1 10 4
5 0 11 4
5 23 12 4
5 21 18 4
5 24 21 4
5 7 27 4
5 9 29 4
5 23 30 4
8 12 6 4
8 19 6 4
8 18 9 4
8 1 10 4
8 0 11 4
8 23 12 4
8 21 18 4
8 26 20 4
8 24 21 4
8 7 27 4
8 9 29 4
8 23 30 4
8 27 32 4
83 91 8 4
83 64 9 4
83 81 11 4
83 81 15 4
83 89 16 4
83 87 18 4
83 97 19 4
83 73 20 4
83 99 24 4
83 85 25 4
83 69 28 4
83 63 30 4
83 87 33 4
8 12 5 5
8 19 5 5
8 18 8 5
8 1 9 5
8 0 10 5
8 23 11 5
8 21 17 5
8 26 19 5
8 24 20 5
8 7 26 5
8 9 28 5
8 23 29 5
8 27 31 5
77 91 7 5
77 64 8 5
77 81 10 5
77 61 13 5
77 81 14 5
77 89 15 5
77 87 17 5
77 73 19 5
77 85 24 5
77 69 27 5
77 63 29 5
77 87 32 5
18 18 7 6
18 1 8 6
18 0 9 6
18 23 10 6
18 21 16 6
18 26 18 6
18 24 19 6
18 7 25 6
18 9 27 6
18 23 28 6
18 27 30 6
18 32 30 6
18 37 33 6
43 43 7 6
43 23 10 6
43 61 12 6
43 26 18 6
43 24 19 6
43 56 22 6
43 44 25 6
43 38 27 6
43 23 28 6
43 41 28 6
43 27 30 6
43 32 30 6
43 55 31 6
43 37 33 6
7 18 6 7
7 1 7 7
7 0 8 7
7 23 9 7
7 21 15 7
7 26 17 7
7 24 18 7
7 7 24 7
7 9 26 7
7 23 27 7
118 112 10 7
118 103 11 7
118 108 14 7
118 118 19 7
118 116 20 7
118 99 21 7
118 119 24 7
118 104 29 7
118 122 31 7
118 124 32 7
9 18 5 8
9 1 6 8
9 0 7 8
9 23 8 8
9 21 14 8
9 26 16 8
9 24 17 8
9 7 23 8
9 9 25 8
9 23 26 8
9 27 28 8
9 13 34 8
55 43 5 8
55 64 5 8
55 61 10 8
55 73 16 8
55 56 20 8
55 44 23 8
55 69 24 8
55 38 25 8
55 41 26 8
55 63 26 8
55 55 29 8
55 37 31 8
55 71 32 8
55 67 33 8
94 81 7 8
94 112 9 8
94 103 10 8
94 81 11 8
94 89 12 8
94 108 13 8
94 87 14 8
94 97 15 8
94 99 20 8
94 85 21 8
94 104 28 8
94 87 29 8
94 105 34 8
119 112 8 9
119 103 9 9
119 108 12 9
119 118 17 9
119 116 18 9
119 99 19 9
119 119 22 9
119 104 27 9
119 122 29 9
119 124 30 9
119 105 33 9
119 102 34 9
12 0 5 10
12 23 6 10
12 21 12 10
12 26 14 10
12 24 15 10
12 7 21 10
12 9 23 10
12 23 24 10
12 27 26 10
12 13 32 10
19 0 5 10
19 23 6 10
19 21 12 10
19 26 14 10
19 24 15 10
19 7 21 10
19 9 23 10
19 38 23 10
19 23 24 10
19 27 26 10
19 32 26 10
19 37 29 10
19 13 32 10
91 103 6 12
91 81 7 12
91 89 8 12
91 108 9 12
91 87 10 12
91 97 11 12
91 73 12 12
91 99 16 12
91 85 17 12
91 104 24 12
91 87 25 12
91 71 28 12
91 105 30 12
91 102 31 12
91 106 32 12
18 21 9 13
18 26 11 13
18 24 12 13
18 7 18 13
18 9 20 13
18 23 21 13
18 27 23 13
18 32 23 13
18 37 26 13
18 13 29 13
18 10 33 13
18 17 33 13
18 34 33 13
43 61 5 13
43 26 11 13
43 24 12 13
43 56 15 13
43 44 18 13
43 38 20 13
43 23 21 13
43 41 21 13
43 27 23 13
43 32 23 13
43 55 24 13
43 37 26 13
43 58 30 13
43 34 33 13
64 61 5 13
64 81 6 13
64 73 11 13
64 56 15 13
64 44 18 13
64 69 19 13
64 63 21 13
64 55 24 13
64 71 27 13
64 67 28 13
64 58 30 13
64 66 33 13
1 7 17 14
1 9 19 14
1 13 28 14
1 10 32 14
1 17 32 14
0 7 16 15
0 9 18 15
0 13 27 15
0 10 31 15
0 17 31 15
81 89 5 15
81 87 7 15
81 97 8 15
81 73 9 15
81 99 13 15
81 85 14 15
81 69 17 15
81 63 19 15
81 87 22 15
81 71 25 15
81 67 26 15
81 66 31 15
81 86 33 15
23 21 6 16
23 26 8 16
23 24 9 16
23 7 15 16
23 9 17 16
23 38 17 16
23 23 18 16
23 41 18 16
23 27 20 16
23 32 20 16
23 37 23 16
23 13 26 16
23 10 30 16
23 17 30 16
23 34 30 16
23 31 32 16
112 97 6 17
112 118 9 17
112 116 10 17
112 99 11 17
112 119 14 17
112 104 19 17
112 122 21 17
112 124 22 17
112 105 25 17
112 102 26 17
112 106 27 17
112 104 30 17
112 100 34 17
61 73 6 18
61 56 10 18
61 44 13 18
61 69 14 18
61 41 16 18
61 63 16 18
61 55 19 18
61 71 22 18
61 67 23 18
61 58 25 18
61 66 28 18
103 97 5 18
103 118 8 18
103 116 9 18
103 99 10 18
103 85 11 18
103 119 13 18
103 104 18 18
103 87 19 18
103 122 20 18
103 105 24 18
103 102 25 18
103 106 26 18
103 104 29 18
103 86 30 18
103 90 32 18
103 100 33 18
103 95 34 18
81 73 5 19
81 99 9 19
81 85 10 19
81 69 13 19
81 63 15 19
81 87 18 19
81 71 21 19
81 67 22 19
81 66 27 19
81 86 29 19
81 90 31 19
81 100 32 19
81 95 33 19
89 99 8 20
89 85 9 20
89 69 12 20
89 104 16 20
89 87 17 20
89 71 20 20
89 105 22 20
89 102 23 20
89 106 24 20
89 104 27 20
89 86 28 20
89 90 30 20
89 100 31 20
89 95 32 20
108 118 5 21
108 116 6 21
108 99 7 21
108 119 10 21
108 104 15 21
108 122 17 21
108 124 18 21
108 105 21 21
108 102 22 21
108 106 23 21
108 104 26 21
108 90 29 21
108 100 30 21
108 95 31 21
108 127 31 21
108 119 33 21
108 95 34 21
21 7 9 22
21 9 11 22
21 38 11 22
21 23 12 22
21 27 14 22
21 32 14 22
21 37 17 22
21 13 20 22
21 10 24 22
21 17 24 22
21 34 24 22
21 31 26 22
21 6 29 22
21 7 29 22
21 14 32 22
21 18 34 22
87 99 6 22
87 85 7 22
87 69 10 22
87 104 14 22
87 87 15 22
87 71 18 22
87 67 19 22
87 105 20 22
87 102 21 22
87 106 22 22
87 104 25 22
87 86 26 22
87 90 28 22
87 100 29 22
87 95 30 22
87 95 33 22
97 99 5 23
97 85 6 23
97 104 13 23
97 87 14 23
97 105 19 23
97 102 20 23
97 106 21 23
97 104 24 23
97 86 25 23
97 90 27 23
97 100 28 23
97 95 29 23
97 95 32 23
26 7 7 24
26 44 7 24
26 9 9 24
26 38 9 24
26 23 10 24
26 41 10 24
26 27 12 24
26 32 12 24
26 37 15 24
26 13 18 24
26 10 22 24
26 17 22 24
26 34 22 24
26 31 24 24
26 6 27 24
26 7 27 24
26 14 30 24
26 18 32 24
26 41 32 24
26 34 34 24
73 85 5 24
73 69 8 24
73 63 10 24
73 55 13 24
73 87 13 24
73 71 16 24
73 67 17 24
73 58 19 24
73 66 22 24
73 86 24 24
73 90 26 24
73 54 30 24
73 56 31 24
73 70 33 24
24 7 6 25
24 9 8 25
24 38 8 25
24 23 9 25
24 41 9 25
24 27 11 25
24 32 11 25
24 37 14 25
24 13 17 25
24 10 21 25
24 17 21 25
24 34 21 25
24 31 23 25
24 6 26 25
24 7 26 25
24 14 29 25
24 18 31 25
24 41 31 25
24 34 33 25
24 34 34 25
118 119 5 26
118 104 10 26
118 122 12 26
118 124 13 26
118 105 16 26
118 102 17 26
118 106 18 26
118 104 21 26
118 100 25 26
118 127 26 26
118 119 28 26
116 104 9 27
116 122 11 27
116 124 12 27
116 105 15 27
116 102 16 27
116 106 17 27
116 104 20 27
116 100 24 27
116 127 25 27
116 119 27 27
56 38 5 28
56 41 6 28
56 63 6 28
56 55 9 28
56 37 11 28
56 71 12 28
56 67 13 28
56 58 15 28
56 66 18 28
56 54 26 28
56 56 27 28
56 41 28 28
56 70 29 28
56 57 32 28
99 104 8 28
99 87 9 28
99 105 14 28
99 102 15 28
99 106 16 28
99 104 19 28
99 86 20 28
99 90 22 28
99 100 23 28
99 95 24 28
99 95 27 28
99 91 31 28
99 81 32 28
85 104 7 29
85 87 8 29
85 71 11 29
85 67 12 29
85 102 14 29
85 66 17 29
85 104 18 29
85 86 19 29
85 90 21 29
85 100 22 29
85 95 23 29
85 95 26 29
85 70 28 29
85 91 30 29
85 81 31 29
7 13 11 31
7 10 15 31
7 17 15 31
7 6 20 31
7 7 20 31
7 14 23 31
7 18 25 31
7 1 31 31
7 12 31 31
7 6 34 31
7 8 34 31
44 27 5 31
44 32 5 31
44 55 6 31
44 37 8 31
44 58 12 31
44 34 15 31
44 31 17 31
44 54 23 31
44 56 24 31
44 41 25 31
44 34 27 31
44 34 28 31
44 29 29 31
44 57 29 31
44 63 32 31
44 57 34 31
119 104 5 31
119 122 7 31
119 124 8 31
119 105 11 31
119 102 12 31
119 106 13 31
119 104 16 31
119 100 20 31
119 127 21 31
119 119 23 31
119 126 31 31
69 55 5 32
69 87 5 32
69 71 8 32
69 67 9 32
69 58 11 32
69 66 14 32
69 86 16 32
69 54 22 32
69 56 23 32
69 70 25 32
69 57 28 32
69 81 28 32
69 63 31 32
69 79 32 32
69 57 33 32
69 79 33 32
69 50 34 32
9 13 9 33
9 10 13 33
9 17 13 33
9 6 18 33
9 7 18 33
9 14 21 33
9 18 23 33
9 1 29 33
9 12 29 33
9 6 32 33
9 8 32 33
38 37 6 33
38 34 13 33
38 31 15 33
38 54 21 33
38 56 22 33
38 18 23 33
38 41 23 33
38 34 25 33
38 34 26 33
38 29 27 33
38 57 27 33
38 57 32 33
38 50 33 33
38 50 34 33
23 37 5 34
23 13 8 34
23 10 12 34
23 17 12 34
23 34 12 34
23 31 14 34
23 6 17 34
23 7 17 34
23 14 20 34
23 18 22 34
23 41 22 34
23 34 24 34
23 34 25 34
23 29 26 34
23 12 28 34
23 6 31 34
23 8 31 34
41 37 5 34
41 58 9 34
41 34 12 34
41 31 14 34
41 54 20 34
41 56 21 34
41 41 22 34
41 34 24 34
41 34 25 34
41 29 26 34
41 57 26 34
41 57 31 34
41 50 32 34
41 50 33 34
63 71 6 34
63 67 7 34
63 58 9 34
63 66 12 34
63 54 20 34
63 56 21 34
63 70 23 34
63 57 26 34
63 81 26 34
63 63 29 34
63 79 30 34
63 57 31 34
63 79 31 34
63 50 32 34
63 50 33 34
27 13 6 36
27 10 10 36
27 17 10 36
27 34 10 36
27 31 12 36
27 7 15 36
27 14 18 36
27 18 20 36
27 41 20 36
27 34 22 36
27 34 23 36
27 29 24 36
27 12 26 36
27 8 29 36
27 34 33 36
32 13 6 36
32 17 10 36
32 34 10 36
32 31 12 36
32 14 18 36
32 18 20 36
32 41 20 36
32 34 22 36
32 34 23 36
32 29 24 36
32 12 26 36
32 50 30 36
32 50 31 36
32 34 33 36
104 105 6 36
104 102 7 36
104 106 8 36
104 104 11 36
104 86 12 36
104 90 14 36
104 100 15 36
104 95 16 36
104 119 18 36
104 95 19 36
104 91 23 36
55 58 6 37
55 66 9 37
55 54 17 37
55 56 18 37
55 41 19 37
55 70 20 37
55 57 23 37
55 63 26 37
55 57 28 37
55 50 29 37
55 50 30 37
87 105 5 37
87 102 6 37
87 106 7 37
87 104 10 37
87 86 11 37
87 90 13 37
87 100 14 37
87 95 15 37
87 95 18 37
87 70 20 37
87 91 22 37
87 81 23 37
87 79 27 37
87 79 28 37
87 83 32 37
87 93 34 37
122 102 5 38
122 106 6 38
122 104 9 38
122 127 14 38
122 119 16 38
122 126 24 38
37 17 7 39
37 34 7 39
37 31 9 39
37 54 15 39
37 56 16 39
37 18 17 39
37 41 17 39
37 34 19 39
37 34 20 39
37 29 21 39
37 50 27 39
37 50 28 39
37 34 30 39
37 23 34 39
124 106 5 39
124 104 8 39
124 127 13 39
124 119 15 39
124 126 23 39
71 66 6 40
71 86 8 40
71 90 10 40
71 54 14 40
71 56 15 40
71 70 17 40
71 57 20 40
71 81 20 40
71 63 23 40
71 79 24 40
71 57 25 40
71 79 25 40
71 83 29 40
67 66 5 41
67 86 7 41
67 54 13 41
67 56 14 41
67 70 16 41
67 57 19 41
67 81 19 41
67 63 22 41
67 79 23 41
67 57 24 41
67 79 24 41
67 50 25 41
67 50 26 41
67 83 28 41
67 47 34 41
67 80 34 41
13 31 6 42
13 6 9 42
13 7 9 42
13 14 12 42
13 18 14 42
13 29 18 42
13 1 20 42
13 12 20 42
13 6 23 42
13 8 23 42
13 12 29 42
13 15 29 42
13 23 31 42
13 9 32 42
105 104 5 42
105 86 6 42
105 90 8 42
105 100 9 42
105 95 10 42
105 119 12 42
105 95 13 42
105 91 17 42
105 93 29 42
58 54 11 43
58 56 12 43
58 41 13 43
58 70 14 43
58 57 17 43
58 63 20 43
58 57 22 43
58 50 23 43
58 50 24 43
58 47 32 43
102 86 5 43
102 90 7 43
102 100 8 43
102 95 9 43
102 119 11 43
102 95 12 43
102 91 16 43
102 83 26 43
102 93 28 43
106 90 6 44
106 100 7 44
106 95 8 44
106 119 10 44
106 95 11 44
106 91 15 44
106 93 27 44
10 6 5 46
10 7 5 46
10 14 8 46
10 18 10 46
10 29 14 46
10 1 16 46
10 12 16 46
10 6 19 46
10 8 19 46
10 12 25 46
10 15 25 46
10 23 27 46
10 9 28 46
10 14 34 46
17 6 5 46
17 7 5 46
17 14 8 46
17 18 10 46
17 34 12 46
17 34 13 46
17 29 14 46
17 1 16 46
17 12 16 46
17 6 19 46
17 8 19 46
17 34 23 46
17 12 25 46
17 15 25 46
17 23 27 46
17 9 28 46
17 14 34 46
34 14 8 46
34 18 10 46
34 41 10 46
34 34 12 46
34 34 13 46
34 29 14 46
34 50 20 46
34 50 21 46
34 34 23 46
34 15 25 46
34 23 27 46
34 47 29 46
34 51 32 46
34 14 34 46
66 54 8 46
66 56 9 46
66 70 11 46
66 57 14 46
66 81 14 46
66 63 17 46
66 79 18 46
66 57 19 46
66 79 19 46
66 50 20 46
66 50 21 46
66 83 23 46
66 47 29 46
66 80 29 46
66 51 32 46
66 68 32 46
66 59 33 46
66 75 34 46
104 95 5 47
104 119 7 47
104 95 8 47
104 91 12 47
104 93 24 47
104 116 32 47
31 14 6 48
31 18 8 48
31 41 8 48
31 34 10 48
31 34 11 48
31 29 12 48
31 12 14 48
31 50 18 48
31 50 19 48
31 34 21 48
31 12 23 48
31 15 23 48
31 23 25 48
31 47 27 48
31 14 32 48
31 11 33 48
31 17 33 48
31 49 33 48
31 46 34 48
86 95 7 48
86 70 9 48
86 91 11 48
86 81 12 48
86 79 16 48
86 79 17 48
86 83 21 48
86 93 23 48
86 80 27 48
86 68 30 48
86 75 32 48
90 95 5 50
90 70 7 50
90 91 9 50
90 81 10 50
90 79 14 50
90 79 15 50
90 83 19 50
90 93 21 50
90 80 25 50
90 75 30 50
90 79 33 50
6 18 5 51
6 1 11 51
6 12 11 51
6 6 14 51
6 8 14 51
6 12 20 51
6 15 20 51
6 23 22 51
6 9 23 51
6 14 29 51
6 11 30 51
6 17 30 51
6 5 32 51
6 14 32 51
6 16 32 51
6 2 34 51
6 3 34 51
7 18 5 51
7 1 11 51
7 12 11 51
7 6 14 51
7 8 14 51
7 12 20 51
7 15 20 51
7 23 22 51
7 9 23 51
7 14 29 51
7 11 30 51
7 17 30 51
7 5 32 51
7 14 32 51
7 16 32 51
7 2 34 51
7 3 34 51
100 91 8 51
100 81 9 51
100 83 18 51
100 93 20 51
100 80 24 51
100 116 28 51
95 91 7 52
95 81 8 52
95 79 12 52
95 79 13 52
95 83 17 52
95 93 19 52
95 80 23 52
95 75 28 52
95 79 31 52
95 79 33 52
127 126 10 52
127 126 22 52
127 116 27 52
14 29 6 54
14 1 8 54
14 12 8 54
14 6 11 54
14 8 11 54
14 12 17 54
14 15 17 54
14 23 19 54
14 9 20 54
14 14 26 54
14 11 27 54
14 17 27 54
14 5 29 54
14 14 29 54
14 16 29 54
14 2 31 54
14 3 31 54
14 23 32 54
54 34 5 54
54 57 6 54
54 63 9 54
54 57 11 54
54 50 12 54
54 50 13 54
54 34 15 54
54 47 21 54
54 51 24 54
54 68 24 54
54 59 25 54
54 49 27 54
54 46 28 54
119 126 8 54
119 126 20 54
119 116 25 54
56 57 5 55
56 63 8 55
56 57 10 55
56 50 11 55
56 50 12 55
56 47 20 55
56 51 23 55
56 68 23 55
56 59 24 55
56 75 25 55
56 49 26 55
56 46 27 55
95 81 5 55
95 79 9 55
95 79 10 55
95 83 14 55
95 93 16 55
95 80 20 55
95 75 25 55
95 79 28 55
95 79 30 55
18 1 6 56
18 12 6 56
18 6 9 56
18 8 9 56
18 34 13 56
18 12 15 56
18 15 15 56
18 23 17 56
18 9 18 56
18 14 24 56
18 11 25 56
18 17 25 56
18 5 27 56
18 14 27 56
18 16 27 56
18 2 29 56
18 3 29 56
18 23 30 56
41 57 9 56
41 50 10 56
41 50 11 56
41 34 13 56
41 23 17 56
41 47 19 56
41 51 22 56
41 59 23 56
41 49 25 56
41 46 26 56
41 23 30 56
70 63 6 57
70 79 7 57
70 57 8 57
70 79 8 57
70 50 9 57
70 50 10 57
70 83 12 57
70 80 18 57
70 51 21 57
70 68 21 57
70 59 22 57
70 75 23 57
70 79 26 57
70 79 28 57
34 50 8 58
34 50 9 58
34 34 11 58
34 15 13 58
34 23 15 58
34 47 17 58
34 51 20 58
34 14 22 58
34 17 23 58
34 49 23 58
34 46 24 58
34 14 25 58
34 16 25 58
34 23 28 58
34 50 7 59
34 50 8 59
34 34 10 59
34 15 12 59
34 23 14 59
34 47 16 59
34 51 19 59
34 14 21 59
34 17 22 59
34 49 22 59
34 46 23 59
34 14 24 59
34 16 24 59
34 23 27 59
91 79 5 59
91 79 6 59
91 83 10 59
91 93 12 59
91 80 16 59
91 75 21 59
91 79 24 59
91 79 26 59
29 34 9 60
29 12 11 60
29 15 11 60
29 23 13 60
29 9 14 60
29 47 15 60
29 14 20 60
29 11 21 60
29 17 21 60
29 46 22 60
29 14 23 60
29 16 23 60
29 23 26 60
57 57 5 60
57 50 6 60
57 50 7 60
57 47 15 60
57 51 18 60
57 68 18 60
57 59 19 60
57 75 20 60
57 49 21 60
57 46 22 60
81 79 5 60
81 83 9 60
81 93 11 60
81 80 15 60
81 68 18 60
81 75 20 60
81 79 23 60
81 79 25 60
1 12 9 62
1 15 9 62
1 9 12 62
1 14 18 62
1 11 19 62
1 17 19 62
1 5 21 62
1 14 21 62
1 16 21 62
1 2 23 62
1 3 23 62
12 12 9 62
12 15 9 62
12 23 11 62
12 9 12 62
12 14 18 62
12 11 19 62
12 17 19 62
12 5 21 62
12 14 21 62
12 16 21 62
12 2 23 62
12 3 23 62
12 23 24 62
126 126 12 62
126 116 17 62
63 47 12 63
63 80 12 63
63 51 15 63
63 68 15 63
63 59 16 63
63 75 17 63
63 49 18 63
63 46 19 63
63 79 20 63
63 79 22 63
79 83 5 64
79 93 7 64
79 80 11 64
79 68 14 64
79 59 15 64
79 75 16 64
79 79 19 64
79 79 21 64
6 12 6 65
6 15 6 65
6 23 8 65
6 9 9 65
6 14 15 65
6 11 16 65
6 17 16 65
6 5 18 65
6 14 18 65
6 16 18 65
6 2 20 65
6 3 20 65
6 23 21 65
8 12 6 65
8 15 6 65
8 23 8 65
8 9 9 65
8 14 15 65
8 11 16 65
8 17 16 65
8 5 18 65
8 14 18 65
8 16 18 65
8 2 20 65
8 3 20 65
8 23 21 65
57 47 10 65
57 51 13 65
57 68 13 65
57 59 14 65
57 75 15 65
57 49 16 65
57 46 17 65
79 93 6 65
79 80 10 65
79 68 13 65
79 59 14 65
79 75 15 65
79 79 18 65
79 79 20 65
50 47 9 66
50 51 12 66
50 68 12 66
50 59 13 66
50 49 15 66
50 46 16 66
50 47 8 67
50 51 11 67
50 68 11 67
50 59 12 67
50 49 14 67
50 46 15 67
34 47 6 69
34 51 9 69
34 14 11 69
34 17 12 69
34 49 12 69
34 46 13 69
34 14 14 69
34 16 14 69
34 23 17 69
83 80 6 69
83 68 9 69
83 75 11 69
83 79 14 69
83 79 16 69
12 14 9 71
12 11 10 71
12 17 10 71
12 5 12 71
12 14 12 71
12 16 12 71
12 2 14 71
12 3 14 71
12 23 15 71
15 14 9 71
15 11 10 71
15 17 10 71
15 5 12 71
15 14 12 71
15 16 12 71
15 2 14 71
15 3 14 71
15 23 15 71
93 75 9 71
93 79 12 71
93 79 14 71
23 14 7 73
23 11 8 73
23 17 8 73
23 5 10 73
23 14 10 73
23 16 10 73
23 3 12 73
23 23 13 73
9 14 6 74
9 11 7 74
9 17 7 74
9 5 9 74
9 14 9 74
9 16 9 74
9 2 11 74
9 3 11 74
9 23 12 74
126 116 5 74
47 49 6 75
47 46 7 75
80 75 5 75
80 79 8 75
80 79 10 75
68 79 5 78
68 79 7 78
14 2 5 80
14 3 5 80
14 23 6 80
75 79 5 80
11 23 5 81
17 23 5 81
snippetList_name3 - album3_king-of-anythingv2_cut1mobile.wav_stft.txt_vectors.txt
55 50 5 1
55 51 6 1
55 56 8 1
55 56 10 1
55 74 12 1
55 50 16 1
55 55 17 1
55 41 30 1
55 49 31 1
50 56 5 4
50 56 7 4
50 50 13 4
50 55 14 4
50 32 22 4
50 41 27 4
50 49 28 4
50 34 34 4
105 107 8 4
105 116 12 4
105 86 14 4
105 114 16 4
105 88 18 4
105 90 22 4
105 92 23 4
105 117 24 4
105 117 25 4
105 92 27 4
105 117 31 4
105 119 33 4
105 91 34 4
2 0 11 6
2 0 12 6
2 8 15 6
2 1 21 6
2 6 21 6
2 13 25 6
2 15 25 6
2 1 26 6
2 10 31 6
3 0 11 6
3 0 12 6
3 8 15 6
3 1 21 6
3 6 21 6
3 13 25 6
3 15 25 6
3 1 26 6
3 10 31 6
50 56 5 6
50 50 11 6
50 55 12 6
50 32 20 6
50 41 25 6
50 49 26 6
50 34 32 6
78 74 7 6
78 75 11 6
78 86 12 6
78 76 15 6
78 88 16 6
78 79 18 6
78 90 20 6
78 92 21 6
78 92 25 6
78 83 30 6
78 91 32 6
1 0 10 7
1 0 11 7
1 8 14 7
1 1 20 7
1 6 20 7
1 13 24 7
1 15 24 7
1 1 25 7
1 10 30 7
1 20 34 7
21 25 8 7
21 8 14 7
21 32 19 7
21 1 20 7
21 6 20 7
21 13 24 7
21 15 24 7
21 1 25 7
21 24 29 7
21 10 30 7
21 27 31 7
21 34 31 7
21 20 34 7
51 50 10 7
51 55 11 7
51 32 19 7
51 41 24 7
51 49 25 7
51 34 31 7
105 107 5 7
105 116 9 7
105 86 11 7
105 114 13 7
105 88 15 7
105 90 19 7
105 92 20 7
105 117 21 7
105 117 22 7
105 92 24 7
105 117 28 7
105 119 30 7
105 91 31 7
105 97 34 7
26 25 7 8
26 8 13 8
26 32 18 8
26 6 19 8
26 13 23 8
26 15 23 8
26 41 23 8
26 24 28 8
26 10 29 8
26 27 30 8
26 34 30 8
26 20 33 8
26 6 34 8
22 25 6 9
22 8 12 9
22 32 17 9
22 6 18 9
22 13 22 9
